schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,64,594201254180292,1787453924941492661,1787453924703,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,65,594201805835580,1787453925493147934,1787453925239,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,66,594202333445354,1787453926020756177,1787453925769,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,67,594202996323125,1787453926683635249,1787453926318,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,68,594203477034315,1787453927164345951,1787453926930,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,69,594204013145336,1787453927700457117,1787453927467,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,70,594204549803584,1787453928237115648,1787453927978,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,71,594205015718108,1787453928703030168,1787453928482,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,72,594205611187110,1787453929298499401,1787453929024,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,73,594206104223024,1787453929791535308,1787453929567,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,74,594206733319249,1787453930420630827,1787453930171,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,75,594207277220170,1787453930964532549,1787453930708,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,76,594207988263707,1787453931675575615,1787453931317,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,77,594208335711216,1787453932023022843,1787453931794,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,78,594208865714523,1787453932553025752,1787453932329,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,79,594209414903876,1787453933102215738,1787453932875,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,80,594209963552866,1787453933650864613,1787453933411,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,81,594210503469825,1787453934190781439,1787453933963,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,82,594211037555564,1787453934724867828,1787453934509,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,83,594211664929189,1787453935352241623,1787453935055,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,84,594212143126160,1787453935830436987,1787453935584,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,85,594212700928175,1787453936388239414,1787453936117,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,86,594213234569935,1787453936921881818,1787453936651,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,87,594213750745541,1787453937438057590,1787453937205,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,88,594214296491947,1787453937983804263,1787453937741,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,89,594214821252971,1787453938508563948,1787453938275,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,90,594215391068314,1787453939078379956,1787453938832,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,91,594215913142773,1787453939600454343,1787453939366,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,92,594216439728346,1787453940127040358,1787453939899,1255.1,1255.3,1255.2
skhynix_c6in_latency_v2,0822T002,93,594217040307565,1787453940727619142,1787453940475,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,94,594217552072983,1787453941239385174,1787453940989,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,95,594218166680442,1787453941853993848,1787453941520,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,96,594218768120957,1787453942455432694,1787453942122,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,97,594219268293933,1787453942955605903,1787453942695,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,98,594219791812460,1787453943479123694,1787453943195,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,99,594220304397191,1787453943991709583,1787453943728,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,100,594220826418728,1787453944513729774,1787453944263,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,101,594221364538876,1787453945051849895,1787453944800,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,102,594221841674158,1787453945528986256,1787453945321,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,103,594222394427907,1787453946081739921,1787453945840,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,104,594223057595217,1787453946744906572,1787453946385,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,105,594223513187846,1787453947200499777,1787453946943,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,106,594224057855729,1787453947745164663,1787453947481,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,107,594224595804409,1787453948283116836,1787453948008,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,108,594225098021386,1787453948785332676,1787453948514,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,109,594225646236190,1787453949333548370,1787453949016,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,110,594226099101275,1787453949786411496,1787453949550,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,111,594226626434918,1787453950313746434,1787453950086,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,112,594227170775327,1787453950858086187,1787453950613,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,113,594227691545377,1787453951378857538,1787453951141,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,114,594228221286849,1787453951908599047,1787453951697,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,115,594228837328809,1787453952524639426,1787453952236,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,116,594229363045804,1787453953050356199,1787453952799,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,117,594229906176149,1787453953593485321,1787453953326,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,118,594230404916645,1787453954092226760,1787453953876,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,119,594230953148527,1787453954640459558,1787453954381,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,120,594231518795615,1787453955206107529,1787453954966,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,121,594232123063878,1787453955810375977,1787453955577,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,122,594232720170596,1787453956407482477,1787453956181,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,123,594233352598660,1787453957039910966,1787453956789,1255.0,1255.3,1255.15
skhynix_c6in_latency_v2,0822T002,124,594233908804305,1787453957596116415,1787453957315,1255.0,1255.2,1255.1
skhynix_c6in_latency_v2,0822T002,125,594234440684586,1787453958127996179,1787453957878,1255.0,1255.2,1255.1
skhynix_c6in_latency_v2,0822T002,126,594234979369517,1787453958666681428,1787453958387,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,127,594235441290896,1787453959128602614,1787453958897,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,128,594235970042685,1787453959657354316,1787453959435,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,129,594236542318946,1787453960229629881,1787453959966,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,130,594237082552414,1787453960769863801,1787453960517,1255.0,1255.1,1255.05
