schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,1455,563513686883497,1787423237374195179,1787423237094,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1456,563514160885733,1787423237848196536,1787423237624,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1457,563514722322128,1787423238409632882,1787423238167,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1458,563515278812975,1787423238966123922,1787423238703,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1459,563515776493696,1787423239463804825,1787423239234,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1460,563516324405721,1787423240011716697,1787423239773,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1461,563516902919281,1787423240590230754,1787423240309,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1462,563517422667910,1787423241109979684,1787423240842,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1463,563517979639229,1787423241666950519,1787423241398,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1464,563518490511803,1787423242177822375,1787423241935,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1465,563519050206433,1787423242737517065,1787423242486,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1466,563519631295184,1787423243318606847,1787423243019,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1467,563520126407555,1787423243813719549,1787423243555,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1468,563520677535302,1787423244364846493,1787423244093,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1469,563521203462341,1787423244890772924,1787423244648,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1470,563521966068349,1787423245653379806,1787423245182,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1471,563522295531678,1787423245982841741,1787423245729,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1472,563522877585594,1787423246564896497,1787423246266,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1473,563523358683177,1787423247045995272,1787423246806,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1474,563523862943929,1787423247550255684,1787423247335,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1475,563524435265977,1787423248122576627,1787423247875,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1476,563524957026169,1787423248644336884,1787423248414,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1477,563525507538083,1787423249194848936,1787423248937,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1478,563526059869683,1787423249747180513,1787423249486,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1479,563526658951352,1787423250346263005,1787423250076,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1480,563527139699746,1787423250827011654,1787423250554,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1481,563527723131353,1787423251410442836,1787423251159,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1482,563528365974512,1787423252053286501,1787423251765,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1483,563528937887905,1787423252625198924,1787423252368,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1484,563529436796252,1787423253124107576,1787423252896,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1485,563529991370037,1787423253678682284,1787423253440,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1486,563530529179797,1787423254216491543,1787423253977,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1487,563531153974655,1787423254841285877,1787423254579,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1488,563531884886974,1787423255572198564,1787423255105,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1489,563532194489161,1787423255881799482,1787423255661,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1490,563532735981771,1787423256423293134,1787423256188,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1491,563533385180080,1787423257072491138,1787423256804,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1492,563533979931177,1787423257667242687,1787423257409,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1493,563534626243002,1787423258313554709,1787423258012,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1494,563535097832610,1787423258785144289,1787423258549,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1495,563535639281546,1787423259326591607,1787423259100,1244.8,1245.0,1244.9
