event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
1,l2Book,1784122337309,1784122338121623237,0.812786,buy,65379,65379,65380,1,0.005,5.95472,34,1190.944,0,0,0,0,5.95972,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,1,0,0,1,bbo_history_too_sparse,synthetic_current_event_only,,,,5.95472,,,34,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
2,trades,1784122337508,1784122338138351645,0.630561,buy,65379,65379,65380,1,0.005,5.95472,34,1190.944,16,0.11635,0,0.11635,5.95972,0.01952272925573684669749585551,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,1,0,199,1,bbo_history_too_sparse,synthetic_current_event_only,,,,5.95472,,,34,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
3,l2Book,1784122337920,1784122338376784626,0.456947,buy,65380,65380,65381,1,0.005,26.59258,194,5318.516,15,0,0.11635,0.11635,26.59758,0.004374458127393544826258629544,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,2,611,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122337920,,26.59258,,,194,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
4,trades,1784122338057,1784122338377364735,0.320435,buy,65380,65380,65381,1,0.005,26.59258,194,5318.516,22,0.139,0.11635,0.25535,26.59758,0.009600497488869288108166231665,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,2,611,137,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,137,1784122337920,,26.59258,,,194,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
5,l2Book,1784122338530,1784122338838417762,0.308589,buy,65380,65380,65381,1,0.005,25.11981,101,5023.962,22,0.139,0.11635,0.25535,25.12481,0.01016326093610260137290590456,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,1221,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,610,1784122337920,26.59258,25.11981,-1.47277,194,101,-93,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
6,trades,1784122338724,1784122338986846724,0.263009,buy,65380,65380,65381,1,0.005,25.11981,101,5023.962,23,0.1432,0.11635,0.25955,25.12481,0.01033042637934376419164960849,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,1221,194,2,same_touch_stable_enough,real_bbo_history_touch_stability,804,1784122337920,26.59258,25.11981,-1.47277,194,101,-93,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
7,trades,1784122338858,1784122339077772193,0.219918,buy,65380,65380,65381,1,0.005,25.11981,101,5023.962,24,0.1432,0.11635,0.25955,25.12481,0.01033042637934376419164960849,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,1221,328,2,same_touch_stable_enough,real_bbo_history_touch_stability,938,1784122337920,26.59258,25.11981,-1.47277,194,101,-93,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
8,l2Book,1784122339128,1784122339493421511,0.365591,buy,65380,65380,65381,1,0.005,24.84662,95,4969.324,24,0.1432,0.11635,0.25955,24.85162,0.0104439871525478017127253676,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1819,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1208,1784122337920,26.59258,24.84662,-1.74596,194,95,-99,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
9,l2Book,1784122339664,1784122340055065897,0.391259,buy,65380,65380,65381,1,0.005,32.16354,91,6432.708,23,0.1432,0.11635,0.25955,32.16854,0.008068442024412671510736887655,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2355,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1744,1784122337920,26.59258,32.16354,5.57096,194,91,-103,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
10,trades,1784122339863,1784122340165138624,0.302306,buy,65380,65380,65381,1,0.005,32.16354,91,6432.708,23,0.1432,0.1139,0.2571,32.16854,0.007992280656815634156850139919,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2355,199,4,same_touch_stable_enough,real_bbo_history_touch_stability,1943,1784122337920,26.59258,32.16354,5.57096,194,91,-103,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
11,trades,1784122340003,1784122340278298105,0.275459,buy,65380,65380,65381,1,0.005,32.16354,91,6432.708,24,0.1432,0.1139,0.2571,32.16854,0.007992280656815634156850139919,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2355,339,4,same_touch_stable_enough,real_bbo_history_touch_stability,2083,1784122337920,26.59258,32.16354,5.57096,194,91,-103,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,l2Book,1784122340214,1784122340516005458,0.30217,buy,65383,65383,65384,1,0.005,4.87966,37,975.932,15,0.00018,0.16187,0.16205,4.88466,0.03317528753280678696163090164,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,6,2905,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122340214,,4.87966,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,trades,1784122340340,1784122340659824680,0.31998,buy,65383,65383,65384,1,0.005,4.87966,37,975.932,17,0.00018,0.16187,0.16205,4.88466,0.03317528753280678696163090164,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,6,2905,126,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,126,1784122340214,,4.87966,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1784122340742,1784122341084258461,0.342422,buy,65387,65387,65388,1,0.005,13.19805,71,2639.61,14,0,0.14338,0.14338,13.20305,0.01085961198359469970953681157,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,7,3433,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122340742,,13.19805,,,71,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784122340742,1784122341084628392,0.342689,buy,65387,65387,65388,1,0.005,13.19805,71,2639.61,15,0.01287,0.14338,0.15625,13.20305,0.01183438675154604428522197523,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,7,3433,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122340742,,13.19805,,,71,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,trades,1784122341005,1784122341332744289,0.327897,buy,65387,65387,65388,1,0.005,13.19805,71,2639.61,16,0.01316,0.14338,0.15654,13.20305,0.01185635137335691374341534721,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,7,3433,263,1,same_touch_stable_enough,real_bbo_history_touch_stability,263,1784122340742,,13.19805,,,71,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,l2Book,1784122341281,1784122341601064225,0.32023,buy,65387,65387,65388,1,0.005,28.58302,92,5716.604,8,0.01316,0.00438,0.01754,28.58802,0.0006135437151646039145068458746,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,8,3972,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,539,1784122340742,13.19805,28.58302,15.38497,71,92,21,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,trades,1784122341429,1784122341689435065,0.260597,buy,65387,65387,65388,1,0.005,28.58302,92,5716.604,9,0.01316,0.00438,0.01754,28.58802,0.0006135437151646039145068458746,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,8,3972,148,2,same_touch_stable_enough,real_bbo_history_touch_stability,687,1784122340742,13.19805,28.58302,15.38497,71,92,21,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1784122341642,1784122341889600326,0.247766,buy,65387,65387,65388,1,0.005,28.58302,92,5716.604,10,0.01316,0.00438,0.01754,28.58802,0.0006135437151646039145068458746,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,8,3972,361,2,same_touch_stable_enough,real_bbo_history_touch_stability,900,1784122340742,13.19805,28.58302,15.38497,71,92,21,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,trades,1784122341760,1784122341997317949,0.237476,buy,65387,65387,65388,1,0.005,28.58302,92,5716.604,10,0.01316,0.00018,0.01334,28.58802,0.0004666290285231366145679204086,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,8,3972,479,2,same_touch_stable_enough,real_bbo_history_touch_stability,1018,1784122340742,13.19805,28.58302,15.38497,71,92,21,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,l2Book,1784122341829,1784122342120707559,0.291868,buy,65396,65396,65397,1,0.005,0.32113,1,64.226,10,0,0.01334,0.01334,0.32613,0.04090393401404347959402692178,strict_trade_through_seen_but_visible_top_not_depleted,,0.00333,False,missing_touch_freshness_or_queue_reset_evidence,9,4520,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122341829,,0.32113,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,trades,1784122341829,1784122342121157375,0.292225,buy,65396,65396,65397,1,0.005,0.32113,1,64.226,14,0,0.01334,0.01334,0.32613,0.04090393401404347959402692178,strict_trade_through_seen_but_visible_top_not_depleted,,0.00333,False,missing_touch_freshness_or_queue_reset_evidence,9,4520,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122341829,,0.32113,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,trades,1784122342034,1784122342350617884,0.316774,buy,65396,65396,65397,1,0.005,0.32113,1,64.226,14,0,0.01334,0.01334,0.32613,0.04090393401404347959402692178,strict_trade_through_seen_but_visible_top_not_depleted,,0.00333,False,missing_touch_freshness_or_queue_reset_evidence,9,4520,205,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,205,1784122341829,,0.32113,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,l2Book,1784122342365,1784122342671612569,0.30678,buy,65396,65396,65397,1,0.005,12.26152,99,2452.304,14,0,0.01334,0.01334,12.26652,0.001087513002872860436374782742,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,5056,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,536,1784122341829,0.32113,12.26152,11.94039,1,99,98,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1784122342889,1784122343170199866,0.281369,buy,65396,65396,65397,1,0.005,0.48354,3,96.708,13,0,0.01334,0.01334,0.48854,0.02730585008392352724444262496,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,5580,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1060,1784122341829,12.26152,0.48354,-11.77798,99,3,-96,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,trades,1784122343036,1784122343330922663,0.295096,buy,65396,65396,65397,1,0.005,0.48354,3,96.708,16,0,0.01334,0.01334,0.48854,0.02730585008392352724444262496,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,5580,147,3,same_touch_stable_enough,real_bbo_history_touch_stability,1207,1784122341829,12.26152,0.48354,-11.77798,99,3,-96,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,l2Book,1784122343453,1784122343817532718,0.364718,buy,65389,65389,65390,1,0.005,0.0022,1,0.44,14,0,0.01316,0.01316,0.0072,1.827777777777777777777777778,depleted_top_plus_order_proxy,,0.00329,False,missing_touch_freshness_or_queue_reset_evidence,12,6144,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122343453,,0.0022,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,trades,1784122343453,1784122343817906309,0.364972,buy,65389,65389,65390,1,0.005,0.0022,1,0.44,15,0,0.01316,0.01316,0.0072,1.827777777777777777777777778,depleted_top_plus_order_proxy,,0.00329,False,missing_touch_freshness_or_queue_reset_evidence,12,6144,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122343453,,0.0022,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,trades,1784122343715,1784122343996450494,0.281631,buy,65389,65389,65390,1,0.005,0.0022,1,0.44,26,0,0.01316,0.01316,0.0072,1.827777777777777777777777778,depleted_top_plus_order_proxy,quality_a,0.00329,True,,12,6144,262,1,same_touch_stable_enough,real_bbo_history_touch_stability,262,1784122343453,,0.0022,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,trades,1784122343987,1784122344402487262,0.415662,buy,65389,65389,65390,1,0.005,0.00108,1,0.216,27,0.00112,0.00029,0.00141,0.00608,0.2319078947368421052631578947,depleted_visible_top_proxy_only,quality_a,0.00035,True,,13,6678,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,534,1784122343453,0.0022,0.00108,-0.00112,1,1,0,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,l2Book,1784122345002,1784122345418814310,0.417007,buy,65383,65383,65384,1,0.005,3.51542,7,703.084,20,0,0,0,3.52042,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,15,7693,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122345002,,3.51542,,,7,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,trades,1784122345002,1784122345419249283,0.417325,buy,65383,65383,65384,1,0.005,3.51542,7,703.084,21,0,0,0,3.52042,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,15,7693,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122345002,,3.51542,,,7,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,l2Book,1784122345534,1784122345795397998,0.26158,buy,65390,65390,65391,1,0.005,1.98192,8,396.384,20,0,0.00128,0.00128,1.98692,0.0006442131540273387957240351901,strict_trade_through_seen_but_visible_top_not_depleted,,0.00032,False,missing_touch_freshness_or_queue_reset_evidence,16,8225,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122345534,,1.98192,,,8,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,l2Book,1784122346062,1784122346359781892,0.297978,buy,65390,65390,65391,1,0.005,4.91626,49,983.252,16,0,0.00128,0.00128,4.92126,0.0002600959916769282663382954772,strict_trade_through_seen_but_visible_top_not_depleted,,0.00032,False,outside_quality_a_b_queue_bands,17,8753,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,528,1784122345534,1.98192,4.91626,2.93434,8,49,41,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1784122346591,1784122346858025776,0.26722,buy,65390,65390,65394,4,0.005,20.55011,87,4110.022,15,0,0.00128,0.00128,20.55511,0.00006227162004971026669280777383,strict_trade_through_seen_but_visible_top_not_depleted,,0.00032,False,missing_touch_freshness_or_queue_reset_evidence,18,9282,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122346591,,20.55011,,,87,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,l2Book,1784122347141,1784122347522942303,0.382138,buy,65396,65396,65397,1,0.005,25.56217,115,5112.434,1,0,0,0,25.56717,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,19,9832,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122347141,,25.56217,,,115,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,trades,1784122347406,1784122347641920609,0.236102,buy,65396,65396,65397,1,0.005,25.56217,115,5112.434,3,0,0,0,25.56717,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,19,9832,265,1,same_touch_stable_enough,real_bbo_history_touch_stability,265,1784122347141,,25.56217,,,115,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,l2Book,1784122347674,1784122348025434691,0.351636,buy,65396,65396,65400,4,0.005,30.89199,111,6178.398,3,0,0,0,30.89699,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,20,10365,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122347674,,30.89199,,,111,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,trades,1784122347674,1784122348025882444,0.351965,buy,65396,65396,65400,4,0.005,30.89199,111,6178.398,6,0,0,0,30.89699,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,20,10365,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122347674,,30.89199,,,111,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784122348004,1784122348306414047,0.302598,buy,65396,65396,65400,4,0.005,30.89199,111,6178.398,6,0,0,0,30.89699,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,20,10365,330,1,same_touch_stable_enough,real_bbo_history_touch_stability,330,1784122347674,,30.89199,,,111,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,trades,1784122348143,1784122348425365726,0.282542,buy,65396,65396,65400,4,0.005,30.89199,111,6178.398,7,0,0,0,30.89699,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,20,10365,469,1,same_touch_stable_enough,real_bbo_history_touch_stability,469,1784122347674,,30.89199,,,111,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,l2Book,1784122348282,1784122348635209348,0.353419,buy,65399,65399,65400,1,0.005,29.1625,113,5832.5,7,0,0,0,29.1675,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,21,10973,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122348282,,29.1625,,,113,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
