event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
134,l2Book,1784122370554,1784122370853443230,0.299636,buy,65429,65429,65433,4,0.005,0.0022,1,0.44,10,0,0,0,0.0072,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,62,33245,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122370554,,0.0022,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
135,trades,1784122370708,1784122370993934585,0.286275,buy,65429,65429,65433,4,0.005,0.0022,1,0.44,13,0.0009,0,0.0009,0.0072,0.125,touched_quote_without_depletion,,0.00022,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,62,33245,154,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,154,1784122370554,,0.0022,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
136,trades,1784122370810,1784122371101432356,0.29177,buy,65429,65429,65433,4,0.005,0.0022,1,0.44,16,0.0022,0.01285,0.01505,0.0072,2.090277777777777777777777778,depleted_top_plus_order_proxy,quality_a,0.00376,True,,62,33245,256,1,same_touch_stable_enough,real_bbo_history_touch_stability,256,1784122370554,,0.0022,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
137,trades,1784122371009,1784122371335224392,0.326566,buy,65429,65429,65433,4,0.005,0.0022,1,0.44,15,0.0022,0.01313,0.01533,0.0072,2.129166666666666666666666667,depleted_top_plus_order_proxy,quality_a,0.00383,True,,62,33245,455,1,same_touch_stable_enough,real_bbo_history_touch_stability,455,1784122370554,,0.0022,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
138,l2Book,1784122371060,1784122371437985849,0.378329,buy,65424,65424,65425,1,0.005,0.44652,1,89.304,15,0.01282,0,0.01282,0.45152,0.0283929836995038979447200567,touched_quote_without_depletion,,0.0032,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,63,33751,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122371060,,0.44652,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
139,trades,1784122371132,1784122371438535491,0.306717,buy,65424,65424,65425,1,0.005,0.44652,1,89.304,14,0.01282,0,0.01282,0.45152,0.0283929836995038979447200567,touched_quote_without_depletion,,0.0032,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,63,33751,72,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,72,1784122371060,,0.44652,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
140,l2Book,1784122371565,1784122371882632763,0.317995,buy,65424,65424,65425,1,0.005,2.33045,21,466.09,14,0.01282,0,0.01282,2.33545,0.005489306129439722537412490098,touched_quote_without_depletion,,0.0032,False,missing_same_side_strict_through_support,64,34256,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,505,1784122371060,0.44652,2.33045,1.88393,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
141,trades,1784122371923,1784122372145905070,0.223278,buy,65424,65424,65425,1,0.005,2.33045,21,466.09,15,0.02843,0,0.02843,2.33545,0.012173242843991521976492753,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,64,34256,358,2,same_touch_stable_enough,real_bbo_history_touch_stability,863,1784122371060,0.44652,2.33045,1.88393,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
142,trades,1784122372026,1784122372304670566,0.279041,buy,65424,65424,65425,1,0.005,2.33045,21,466.09,16,0.02843,0,0.02843,2.33545,0.012173242843991521976492753,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,64,34256,461,2,same_touch_stable_enough,real_bbo_history_touch_stability,966,1784122371060,0.44652,2.33045,1.88393,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
143,l2Book,1784122372098,1784122372439215852,0.341562,buy,65424,65424,65425,1,0.005,8.37637,40,1675.274,16,0.02843,0,0.02843,8.38137,0.003392046884936472199652324143,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,65,34789,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1038,1784122371060,2.33045,8.37637,6.04592,21,40,19,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
144,l2Book,1784122372649,1784122372984863215,0.336211,buy,65424,65424,65425,1,0.005,1.56574,7,313.148,14,0.02843,0,0.02843,1.57074,0.01809974916281497892712988782,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,66,35340,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1589,1784122371060,8.37637,1.56574,-6.81063,40,7,-33,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
145,trades,1784122372929,1784122373196235678,0.267605,buy,65424,65424,65425,1,0.005,1.56574,7,313.148,17,0.02843,0.07946,0.10789,1.57074,0.06868737028406992882335714377,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,66,35340,280,4,same_touch_stable_enough,real_bbo_history_touch_stability,1869,1784122371060,8.37637,1.56574,-6.81063,40,7,-33,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
146,trades,1784122373041,1784122373327912627,0.287293,buy,65424,65424,65425,1,0.005,1.56574,7,313.148,20,0.02843,0.07964,0.10807,1.57074,0.06880196595235366769802768122,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,66,35340,392,4,same_touch_stable_enough,real_bbo_history_touch_stability,1981,1784122371060,8.37637,1.56574,-6.81063,40,7,-33,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
147,trades,1784122373131,1784122373419300073,0.288682,buy,65424,65424,65425,1,0.005,1.56574,7,313.148,21,0.02843,0.07964,0.10807,1.57074,0.06880196595235366769802768122,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,66,35340,482,4,same_touch_stable_enough,real_bbo_history_touch_stability,2071,1784122371060,8.37637,1.56574,-6.81063,40,7,-33,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
148,l2Book,1784122373257,1784122373585337706,0.328682,buy,65414,65414,65415,1,0.005,0.46698,2,93.396,21,0,0,0,0.47198,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,67,35948,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122373257,,0.46698,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
149,trades,1784122373383,1784122373647011734,0.264416,buy,65414,65414,65415,1,0.005,0.46698,2,93.396,22,0,0,0,0.47198,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,67,35948,126,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,126,1784122373257,,0.46698,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
150,trades,1784122373531,1784122373827184079,0.296553,buy,65414,65414,65415,1,0.005,0.46698,2,93.396,23,0.00048,0,0.00048,0.47198,0.001016992245434128564769693631,touched_quote_without_depletion,,0.00012,False,missing_same_side_strict_through_support,67,35948,274,1,same_touch_stable_enough,real_bbo_history_touch_stability,274,1784122373257,,0.46698,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
151,l2Book,1784122373789,1784122374102998684,0.314396,buy,65415,65415,65416,1,0.005,14.45405,81,2890.81,20,0.03057,0.00048,0.03105,14.45905,0.002147443988367147219215646948,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,68,36480,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122373789,,14.45405,,,81,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
152,trades,1784122373860,1784122374103629707,0.243832,buy,65415,65415,65416,1,0.005,14.45405,81,2890.81,19,0.03057,0.00048,0.03105,14.45905,0.002147443988367147219215646948,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,68,36480,71,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,71,1784122373789,,14.45405,,,81,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
153,trades,1784122374062,1784122374352378900,0.290733,buy,65415,65415,65416,1,0.005,14.45405,81,2890.81,19,0.03057,0.00048,0.03105,14.45905,0.002147443988367147219215646948,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,68,36480,273,1,same_touch_stable_enough,real_bbo_history_touch_stability,273,1784122373789,,14.45405,,,81,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
154,l2Book,1784122374343,1784122374653796784,0.311165,buy,65425,65425,65426,1,0.005,3.39729,37,679.458,18,0.00787,0.09573,0.1036,3.40229,0.03045007921135470521325342637,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,69,37034,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122374343,,3.39729,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
155,trades,1784122374343,1784122374654405342,0.311619,buy,65425,65425,65426,1,0.005,3.39729,37,679.458,19,0.01185,0.09573,0.10758,3.40229,0.03161987955171369871468922402,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,69,37034,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122374343,,3.39729,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
156,trades,1784122374548,1784122374836430632,0.288791,buy,65425,65425,65426,1,0.005,3.39729,37,679.458,20,0.01185,0.09573,0.10758,3.40229,0.03161987955171369871468922402,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,69,37034,205,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,205,1784122374343,,3.39729,,,37,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
157,l2Book,1784122374854,1784122375245500878,0.391879,buy,65425,65425,65426,1,0.005,3.40463,37,680.926,20,0.01185,0.09573,0.10758,3.40963,0.03155181060701601053486741963,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,70,37545,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,511,1784122374343,3.39729,3.40463,0.00734,37,37,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
158,trades,1784122375055,1784122375321175689,0.266565,buy,65425,65425,65426,1,0.005,3.40463,37,680.926,19,0.01185,0.08012,0.09197,3.40963,0.02697360124119039309250563844,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,70,37545,201,2,same_touch_stable_enough,real_bbo_history_touch_stability,712,1784122374343,3.39729,3.40463,0.00734,37,37,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
159,l2Book,1784122375407,1784122375808527358,0.401894,buy,65425,65425,65426,1,0.005,2.15983,21,431.966,19,0.01185,0.08012,0.09197,2.16483,0.04248370541797739314403440455,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,71,38098,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1064,1784122374343,3.40463,2.15983,-1.2448,37,21,-16,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
160,l2Book,1784122375953,1784122376264996009,0.31238,buy,65425,65425,65426,1,0.005,3.39206,25,678.412,14,0.01185,0.00066,0.01251,3.39706,0.003682596127239436453874821169,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,72,38644,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1610,1784122374343,3.40463,3.39206,-0.01257,37,25,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
161,trades,1784122375953,1784122376265595698,0.312813,buy,65425,65425,65426,1,0.005,3.39206,25,678.412,15,0.01185,0.00066,0.01251,3.39706,0.003682596127239436453874821169,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,72,38644,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1610,1784122374343,3.40463,3.39206,-0.01257,37,25,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
162,trades,1784122376354,1784122376593662254,0.240033,buy,65425,65425,65426,1,0.005,3.39206,25,678.412,11,0.01185,0.00048,0.01233,3.39706,0.003629609132602897799862233814,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,72,38644,401,4,same_touch_stable_enough,real_bbo_history_touch_stability,2011,1784122374343,3.40463,3.39206,-0.01257,37,25,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
163,l2Book,1784122376471,1784122376750301441,0.279691,buy,65425,65425,65432,7,0.005,22.15619,82,4431.238,10,0.01185,0.00048,0.01233,22.16119,0.0005563780645353430930378738687,strict_trade_through_seen_but_visible_top_not_depleted,,0.00308,False,missing_touch_freshness_or_queue_reset_evidence,73,39162,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122376471,,22.15619,,,82,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
164,trades,1784122376956,1784122377177302041,0.221685,buy,65425,65425,65432,7,0.005,22.15619,82,4431.238,11,0.01185,0,0.01185,22.16119,0.0005347185778381034592456452023,touched_quote_without_depletion,,0.00296,False,missing_same_side_strict_through_support,73,39162,485,1,same_touch_stable_enough,real_bbo_history_touch_stability,485,1784122376471,,22.15619,,,82,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
165,l2Book,1784122377031,1784122377380735971,0.350097,buy,65438,65438,65440,2,0.005,2.19135,16,438.27,11,0,0.01185,0.01185,2.19635,0.005395314954356090786987501992,strict_trade_through_seen_but_visible_top_not_depleted,,0.00296,False,missing_touch_freshness_or_queue_reset_evidence,74,39722,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122377031,,2.19135,,,16,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
166,trades,1784122377081,1784122377381290072,0.300488,buy,65438,65438,65440,2,0.005,2.19135,16,438.27,11,0,0.00398,0.00398,2.19635,0.001812097343319598424659093496,strict_trade_through_seen_but_visible_top_not_depleted,,0.00099,False,missing_touch_freshness_or_queue_reset_evidence,74,39722,50,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,50,1784122377031,,2.19135,,,16,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
167,trades,1784122377165,1784122377445404927,0.280772,buy,65438,65438,65440,2,0.005,2.19135,16,438.27,12,0,0.00398,0.00398,2.19635,0.001812097343319598424659093496,strict_trade_through_seen_but_visible_top_not_depleted,,0.00099,False,missing_touch_freshness_or_queue_reset_evidence,74,39722,134,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,134,1784122377031,,2.19135,,,16,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
168,l2Book,1784122377533,1784122377828240787,0.295627,buy,65440,65440,65441,1,0.005,5.12188,60,1024.376,11,0,0.00225,0.00225,5.12688,0.00043886340230315513528695815,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,missing_touch_freshness_or_queue_reset_evidence,75,40224,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122377533,,5.12188,,,60,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
169,trades,1784122378013,1784122378254647897,0.242057,buy,65440,65440,65441,1,0.005,5.12188,60,1024.376,11,0,0.00225,0.00225,5.12688,0.00043886340230315513528695815,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,75,40224,480,1,same_touch_stable_enough,real_bbo_history_touch_stability,480,1784122377533,,5.12188,,,60,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
170,l2Book,1784122378078,1784122378357073324,0.279449,buy,65440,65440,65441,1,0.005,5.26351,43,1052.702,10,0,0.00225,0.00225,5.26851,0.0004270657168725123421992176156,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,76,40769,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,545,1784122377533,5.12188,5.26351,0.14163,60,43,-17,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
171,l2Book,1784122378620,1784122378947223331,0.327627,buy,65440,65440,65441,1,0.005,4.76736,44,953.472,10,0,0.00225,0.00225,4.77236,0.0004714648517714506030559303992,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,77,41311,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1087,1784122377533,5.26351,4.76736,-0.49615,60,44,-16,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
172,trades,1784122379024,1784122379307419088,0.283818,buy,65440,65440,65441,1,0.005,4.76736,44,953.472,11,0,0.00225,0.00225,4.77236,0.0004714648517714506030559303992,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,77,41311,404,3,same_touch_stable_enough,real_bbo_history_touch_stability,1491,1784122377533,5.26351,4.76736,-0.49615,60,44,-16,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
173,l2Book,1784122379154,1784122379447956121,0.294343,buy,65440,65440,65441,1,0.005,8.0616,66,1612.32,11,0,0.00225,0.00225,8.0666,0.0002789279250241737535020950586,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,78,41845,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1621,1784122377533,5.26351,8.0616,2.79809,60,66,6,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
174,l2Book,1784122379688,1784122380293826669,0.606231,buy,65440,65440,65441,1,0.005,7.42516,66,1485.032,10,0,0.00225,0.00225,7.43016,0.0003028198585225620982589876934,strict_trade_through_seen_but_visible_top_not_depleted,,0.00056,False,outside_quality_a_b_queue_bands,79,42379,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2155,1784122377533,8.0616,7.42516,-0.63644,66,66,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
175,trades,1784122380036,1784122380380382203,0.344802,buy,65440,65440,65441,1,0.005,7.42516,66,1485.032,6,0.00136,0.00225,0.00361,7.43016,0.0004858576396739774109844202547,strict_trade_through_seen_but_visible_top_not_depleted,,0.0009,False,outside_quality_a_b_queue_bands,79,42379,348,5,same_touch_stable_enough,real_bbo_history_touch_stability,2503,1784122377533,8.0616,7.42516,-0.63644,66,66,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
176,trades,1784122380099,1784122380381002849,0.28221,buy,65440,65440,65441,1,0.005,7.42516,66,1485.032,6,0.0035,0.00225,0.00575,7.43016,0.0007738729717798809177729685498,strict_trade_through_seen_but_visible_top_not_depleted,,0.00143,False,outside_quality_a_b_queue_bands,79,42379,411,5,same_touch_stable_enough,real_bbo_history_touch_stability,2566,1784122377533,8.0616,7.42516,-0.63644,66,66,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
